query_id,ndcg,n_candidates,n_positives,is_bottom,user_id,restaurant_id,positive_item,cart_size,cart_value
primary_o_000634__5,1.0,7,1,False,u_04646,r_0355,i_042,5.0,1255.7350000000001
primary_o_000637__1,0.3562071871080222,7,1,True,u_01012,r_0080,i_028,1.0,250.78
primary_o_000637__2,0.43067655807339306,7,1,False,u_01012,r_0080,i_070,2.0,505.095
primary_o_000637__3,0.43067655807339306,7,1,False,u_01012,r_0080,i_065,3.0,762.515
primary_o_000637__4,0.3562071871080222,7,1,True,u_01012,r_0080,i_081,4.0,1010.855
primary_o_000640__1,0.3562071871080222,7,1,True,u_00620,r_0207,i_113,1.0,257.34000000000003
primary_o_000641__1,0.3562071871080222,7,1,True,u_03490,r_0079,i_078,1.0,254.315
primary_o_000641__2,1.0,7,1,False,u_03490,r_0079,i_018,2.0,518.78
primary_o_000652__1,0.43067655807339306,7,1,False,u_01067,r_0283,i_066,1.0,239.76999999999998
primary_o_000652__2,1.0,7,1,False,u_01067,r_0283,i_100,2.0,490.24
primary_o_000657__1,0.3562071871080222,7,1,True,u_00848,r_0339,i_023,1.0,258.755
primary_o_000657__2,1.0,7,1,False,u_00848,r_0339,i_036,2.0,491.81
primary_o_000657__3,0.6309297535714575,7,1,False,u_00848,r_0339,i_098,3.0,766.375
primary_o_000657__4,1.0,7,1,False,u_00848,r_0339,i_115,4.0,1036.165
primary_o_000662__1,0.5,7,1,False,u_02281,r_0225,i_013,1.0,265.29999999999995
primary_o_000662__2,1.0,7,1,False,u_02281,r_0225,i_003,2.0,531.9
primary_o_000662__3,0.43067655807339306,7,1,False,u_02281,r_0225,i_021,3.0,786.22
primary_o_000662__4,0.6309297535714575,7,1,False,u_02281,r_0225,i_069,4.0,1021.91
primary_o_000697__1,0.38685280723454163,7,1,True,u_00391,r_0042,i_035,1.0,253.17000000000002
primary_o_000697__2,0.5,7,1,False,u_00391,r_0042,i_084,2.0,503.145
primary_o_000697__3,0.3333333333333333,7,1,True,u_00391,r_0042,i_074,3.0,759.65
primary_o_000697__4,0.38685280723454163,7,1,True,u_00391,r_0042,i_064,4.0,1024.02
primary_o_000698__1,0.5,7,1,False,u_03936,r_0183,i_014,1.0,240.09
primary_o_000698__2,0.6309297535714575,7,1,False,u_03936,r_0183,i_117,2.0,460.485
primary_o_000698__3,0.6309297535714575,7,1,False,u_03936,r_0183,i_035,3.0,700.435
primary_o_000698__4,0.6309297535714575,7,1,False,u_03936,r_0183,i_055,4.0,950.41
primary_o_000698__5,0.43067655807339306,7,1,False,u_03936,r_0183,i_013,5.0,1198.72
primary_o_000699__1,0.43067655807339306,7,1,False,u_01496,r_0109,i_078,1.0,248.31
primary_o_000700__1,0.3562071871080222,7,1,True,u_03041,r_0454,i_062,1.0,239.76999999999998
primary_o_000700__2,0.3562071871080222,7,1,True,u_03041,r_0454,i_024,2.0,479.265
primary_o_000700__3,0.43067655807339306,7,1,False,u_03041,r_0454,i_091,3.0,738.365
primary_o_000700__4,0.5,7,1,False,u_03041,r_0454,i_004,4.0,1011.405
primary_o_000705__1,0.3562071871080222,7,1,True,u_01008,r_0265,i_089,1.0,241.04000000000002
primary_o_000705__2,0.5,7,1,False,u_01008,r_0265,i_044,2.0,485.70500000000004
primary_o_000705__3,1.0,7,1,False,u_01008,r_0265,i_079,3.0,733.135
primary_o_000705__4,1.0,7,1,False,u_01008,r_0265,i_002,4.0,986.825
primary_o_000705__5,0.38685280723454163,7,1,True,u_01008,r_0265,i_116,5.0,1225.93
primary_o_000712__1,0.6309297535714575,7,1,False,u_03881,r_0421,i_030,1.0,241.04000000000002
primary_o_000712__2,0.6309297535714575,7,1,False,u_03881,r_0421,i_029,2.0,492.13
primary_o_000718__1,0.43067655807339306,7,1,False,u_03025,r_0436,i_022,1.0,257.33
primary_o_000718__2,0.5,7,1,False,u_03025,r_0436,i_010,2.0,508.11
primary_o_000724__1,1.0,7,1,False,u_00002,r_0200,i_093,1.0,243.665
primary_o_000724__2,0.6309297535714575,7,1,False,u_00002,r_0200,i_003,2.0,496.83500000000004
primary_o_000724__3,0.38685280723454163,7,1,True,u_00002,r_0200,i_052,3.0,751.155
primary_o_000724__4,0.38685280723454163,7,1,True,u_00002,r_0200,i_008,4.0,972.995
primary_o_000734__1,0.38685280723454163,7,1,True,u_01087,r_0104,i_054,1.0,233.055
primary_o_000734__2,0.38685280723454163,7,1,True,u_01087,r_0104,i_083,2.0,495.815
primary_o_000734__3,0.5,7,1,False,u_01087,r_0104,i_068,3.0,758.78
primary_o_000739__1,0.43067655807339306,7,1,False,u_00318,r_0480,i_094,1.0,249.88
primary_o_000739__2,1.0,7,1,False,u_00318,r_0480,i_100,2.0,515.25
primary_o_000739__3,0.38685280723454163,7,1,True,u_00318,r_0480,i_024,3.0,777.99
primary_o_000739__4,1.0,7,1,False,u_00318,r_0480,i_039,4.0,1037.0900000000001
primary_o_000739__5,0.38685280723454163,7,1,True,u_00318,r_0480,i_002,5.0,1291.55
primary_o_000740__1,0.3333333333333333,7,1,True,u_01160,r_0345,i_068,1.0,247.58
primary_o_000748__1,0.5,7,1,False,u_04516,r_0275,i_009,1.0,243.575
primary_o_000748__2,0.5,7,1,False,u_04516,r_0275,i_030,2.0,496.945
primary_o_000750__1,0.5,7,1,False,u_00241,r_0186,i_029,1.0,227.53
primary_o_000750__2,0.6309297535714575,7,1,False,u_00241,r_0186,i_043,2.0,452.27
primary_o_000750__3,0.38685280723454163,7,1,True,u_00241,r_0186,i_033,3.0,694.78
primary_o_000750__4,1.0,7,1,False,u_00241,r_0186,i_030,4.0,942.395
primary_o_000752__1,0.6309297535714575,7,1,False,u_02462,r_0019,i_112,1.0,248.31
primary_o_000757__1,0.43067655807339306,7,1,False,u_03656,r_0130,i_005,1.0,243.81
primary_o_000757__2,0.6309297535714575,7,1,False,u_03656,r_0130,i_081,2.0,486.97
primary_o_000757__3,1.0,7,1,False,u_03656,r_0130,i_025,3.0,733.94
primary_o_000760__1,0.6309297535714575,7,1,False,u_04061,r_0106,i_061,1.0,260.12
primary_o_000760__2,0.5,7,1,False,u_04061,r_0106,i_068,2.0,525.76
primary_o_000760__3,0.43067655807339306,7,1,False,u_04061,r_0106,i_067,3.0,787.6700000000001
primary_o_000764__1,0.43067655807339306,7,1,False,u_03348,r_0448,i_063,1.0,245.19
primary_o_000764__2,1.0,7,1,False,u_03348,r_0448,i_114,2.0,507.71999999999997
primary_o_000764__3,0.38685280723454163,7,1,True,u_03348,r_0448,i_077,3.0,755.3
primary_o_000764__4,0.3562071871080222,7,1,True,u_03348,r_0448,i_095,4.0,1021.4599999999999
primary_o_000765__1,0.3562071871080222,7,1,True,u_00539,r_0291,i_031,1.0,250.89999999999998
primary_o_000768__1,0.6309297535714575,7,1,False,u_01897,r_0353,i_071,1.0,257.34000000000003
primary_o_000770__1,0.3562071871080222,7,1,True,u_03955,r_0090,i_118,1.0,264.46500000000003
primary_o_000770__2,1.0,7,1,False,u_03955,r_0090,i_070,2.0,520.7450000000001
primary_o_000770__3,0.3333333333333333,7,1,True,u_03955,r_0090,i_104,3.0,778.1650000000001
primary_o_000770__4,0.43067655807339306,7,1,False,u_03955,r_0090,i_012,4.0,1041.665
primary_o_000771__1,0.43067655807339306,7,1,False,u_04794,r_0308,i_040,1.0,241.04000000000002
primary_o_000771__2,1.0,7,1,False,u_04794,r_0308,i_048,2.0,490.92
primary_o_000771__3,0.3333333333333333,7,1,True,u_04794,r_0308,i_066,3.0,730.5
primary_o_000774__1,0.5,7,1,False,u_01747,r_0467,i_094,1.0,248.34
primary_o_000774__2,1.0,7,1,False,u_01747,r_0467,i_032,2.0,513.71
primary_o_000774__3,0.38685280723454163,7,1,True,u_01747,r_0467,i_058,3.0,741.23
primary_o_000786__1,0.43067655807339306,7,1,False,u_03732,r_0045,i_065,1.0,224.74
primary_o_000786__2,0.38685280723454163,7,1,True,u_03732,r_0045,i_041,2.0,473.08000000000004
primary_o_000806__1,0.5,7,1,False,u_00012,r_0494,i_083,1.0,243.16
primary_o_000806__2,0.43067655807339306,7,1,False,u_00012,r_0494,i_082,2.0,506.125
primary_o_000806__3,1.0,7,1,False,u_00012,r_0494,i_102,3.0,743.19
primary_o_000819__1,1.0,7,1,False,u_00825,r_0480,i_006,1.0,218.14
primary_o_000829__1,0.3562071871080222,7,1,True,u_02425,r_0334,i_115,1.0,234.04000000000002
primary_o_000829__2,1.0,7,1,False,u_02425,r_0334,i_082,2.0,466.55
primary_o_000829__3,1.0,7,1,False,u_02425,r_0334,i_022,3.0,703.615
primary_o_000843__1,0.6309297535714575,7,1,False,u_04798,r_0325,i_026,1.0,222.805
primary_o_000843__2,0.3562071871080222,7,1,True,u_04798,r_0325,i_055,2.0,462.575
primary_o_000862__1,1.0,7,1,False,u_00916,r_0360,i_070,1.0,240.09
primary_o_000862__2,1.0,7,1,False,u_00916,r_0360,i_099,2.0,497.51
primary_o_000862__3,0.43067655807339306,7,1,False,u_00916,r_0360,i_002,3.0,762.81
primary_o_000862__4,1.0,7,1,False,u_00916,r_0360,i_119,4.0,1001.915
primary_o_000862__5,0.5,7,1,False,u_00916,r_0360,i_064,5.0,1242.955
primary_o_000863__1,0.38685280723454163,7,1,True,u_00088,r_0242,i_048,1.0,227.53
primary_o_000863__2,0.6309297535714575,7,1,False,u_00088,r_0242,i_038,2.0,467.11
primary_o_000863__3,0.6309297535714575,7,1,False,u_00088,r_0242,i_027,3.0,710.63
primary_o_000874__1,0.43067655807339306,7,1,False,u_04958,r_0364,i_076,1.0,255.19
primary_o_000874__2,0.6309297535714575,7,1,False,u_04958,r_0364,i_060,2.0,473.33
primary_o_000874__3,1.0,7,1,False,u_04958,r_0364,i_028,3.0,726.765
primary_o_000874__4,1.0,7,1,False,u_04958,r_0364,i_054,4.0,981.0799999999999
primary_o_000881__1,0.38685280723454163,7,1,True,u_04355,r_0262,i_086,1.0,262.76
primary_o_000893__1,0.38685280723454163,7,1,True,u_00248,r_0167,i_043,1.0,268.64
primary_o_000893__2,1.0,7,1,False,u_00248,r_0167,i_093,2.0,511.15
primary_o_000893__3,0.6309297535714575,7,1,False,u_00248,r_0167,i_083,3.0,764.3199999999999
primary_o_000901__1,0.3333333333333333,7,1,True,u_03867,r_0191,i_046,1.0,239.24
primary_o_000907__1,0.3333333333333333,7,1,True,u_01315,r_0095,i_063,1.0,248.17
primary_o_000907__2,0.3333333333333333,7,1,True,u_01315,r_0095,i_049,2.0,510.69999999999993
primary_o_000907__3,0.6309297535714575,7,1,False,u_01315,r_0095,i_105,3.0,768.41
primary_o_000907__4,0.43067655807339306,7,1,False,u_01315,r_0095,i_037,4.0,1031.42
primary_o_000907__5,1.0,7,1,False,u_01315,r_0095,i_098,5.0,1291.47
primary_o_000908__1,0.43067655807339306,7,1,False,u_03654,r_0421,i_056,1.0,261.52
primary_o_000910__1,0.43067655807339306,7,1,False,u_00343,r_0290,i_024,1.0,269.79
primary_o_000910__2,1.0,7,1,False,u_00343,r_0290,i_049,2.0,528.8900000000001
primary_o_000910__3,0.5,7,1,False,u_00343,r_0290,i_047,3.0,786.6000000000001
primary_o_000910__4,1.0,7,1,False,u_00343,r_0290,i_034,4.0,1020.6400000000001
primary_o_000910__5,1.0,7,1,False,u_00343,r_0290,i_109,5.0,1275.8300000000002
primary_o_000925__1,0.5,7,1,False,u_02617,r_0253,i_119,1.0,243.575
primary_o_000925__2,0.38685280723454163,7,1,True,u_02617,r_0253,i_040,2.0,484.615
primary_o_000925__3,1.0,7,1,False,u_02617,r_0253,i_010,3.0,734.495
primary_o_000925__4,0.43067655807339306,7,1,False,u_02617,r_0253,i_053,4.0,993.145
primary_o_000925__5,0.6309297535714575,7,1,False,u_02617,r_0253,i_032,5.0,1214.825
primary_o_000965__1,0.3333333333333333,7,1,True,u_03253,r_0113,i_031,1.0,243.81
primary_o_000965__2,0.43067655807339306,7,1,False,u_03253,r_0113,i_053,2.0,466.615
primary_o_000965__3,1.0,7,1,False,u_03253,r_0113,i_120,3.0,688.2950000000001
primary_o_000967__1,0.43067655807339306,7,1,False,u_02248,r_0216,i_050,1.0,246.97
primary_o_000967__2,0.3562071871080222,7,1,True,u_02248,r_0216,i_086,2.0,492.15999999999997
primary_o_000967__3,0.38685280723454163,7,1,True,u_02248,r_0216,i_085,3.0,735.825
primary_o_000972__1,0.3562071871080222,7,1,True,u_04886,r_0116,i_029,1.0,264.55
primary_o_000972__2,0.43067655807339306,7,1,False,u_04886,r_0116,i_010,2.0,489.29
primary_o_000972__3,0.3562071871080222,7,1,True,u_04886,r_0116,i_049,3.0,747.94
primary_o_000972__4,0.38685280723454163,7,1,True,u_04886,r_0116,i_120,4.0,1005.6500000000001
primary_o_000993__1,0.5,7,1,False,u_02031,r_0081,i_070,1.0,207.92000000000002
primary_o_000996__1,0.43067655807339306,7,1,False,u_01334,r_0235,i_041,1.0,239.10500000000002
primary_o_001000__1,0.43067655807339306,7,1,False,u_00700,r_0025,i_076,1.0,207.92000000000002
primary_o_001001__1,0.38685280723454163,7,1,True,u_02833,r_0017,i_065,1.0,239.76999999999998
primary_o_001001__2,1.0,7,1,False,u_02833,r_0017,i_057,2.0,488.11
primary_o_001001__3,1.0,7,1,False,u_02833,r_0017,i_060,3.0,742.0799999999999
primary_o_001001__4,0.6309297535714575,7,1,False,u_02833,r_0017,i_022,4.0,995.515
primary_o_001012__1,1.0,7,1,False,u_00839,r_0401,i_080,1.0,262.74
primary_o_001012__2,0.43067655807339306,7,1,False,u_00839,r_0401,i_049,2.0,519.595
primary_o_001012__3,0.5,7,1,False,u_00839,r_0401,i_027,3.0,777.3050000000001
primary_o_001012__4,0.5,7,1,False,u_00839,r_0401,i_066,4.0,1017.0400000000001
primary_o_001012__5,1.0,7,1,False,u_00839,r_0401,i_042,5.0,1267.51
primary_o_001019__1,1.0,7,1,False,u_01818,r_0251,i_041,1.0,240.09
primary_o_001019__2,0.6309297535714575,7,1,False,u_01818,r_0251,i_119,2.0,470.55
primary_o_001032__1,0.6309297535714575,7,1,False,u_00839,r_0181,i_041,1.0,255.16500000000002
primary_o_001036__1,0.5,7,1,False,u_00040,r_0148,i_092,1.0,243.575
primary_o_001038__1,0.38685280723454163,7,1,True,u_03999,r_0255,i_036,1.0,248.31
primary_o_001038__2,0.6309297535714575,7,1,False,u_03999,r_0255,i_050,2.0,522.875
primary_o_001074__1,0.6309297535714575,7,1,False,u_01881,r_0060,i_042,1.0,275.02
primary_o_001087__1,0.38685280723454163,7,1,True,u_04361,r_0326,i_108,1.0,246.08
primary_o_001087__2,0.43067655807339306,7,1,False,u_04361,r_0326,i_075,2.0,477.70000000000005
primary_o_001091__1,0.43067655807339306,7,1,False,u_02185,r_0145,i_078,1.0,268.84
primary_o_001091__2,0.6309297535714575,7,1,False,u_02185,r_0145,i_028,2.0,533.3050000000001
primary_o_001118__1,0.3333333333333333,7,1,True,u_03540,r_0055,i_115,1.0,227.52
primary_o_001118__2,1.0,7,1,False,u_03540,r_0055,i_084,2.0,460.03
primary_o_001136__1,0.3562071871080222,7,1,True,u_03346,r_0055,i_010,1.0,238.095
primary_o_001136__2,0.43067655807339306,7,1,False,u_03346,r_0055,i_006,2.0,496.745
primary_o_001136__3,1.0,7,1,False,u_03346,r_0055,i_014,3.0,772.135
primary_o_001137__1,0.43067655807339306,7,1,False,u_02413,r_0130,i_012,1.0,248.31
primary_o_001137__2,0.6309297535714575,7,1,False,u_02413,r_0130,i_014,2.0,511.07
primary_o_001137__3,0.6309297535714575,7,1,False,u_02413,r_0130,i_026,3.0,731.4649999999999
primary_o_001137__4,0.43067655807339306,7,1,False,u_02413,r_0130,i_078,4.0,971.2349999999999
primary_o_001137__5,0.43067655807339306,7,1,False,u_02413,r_0130,i_002,5.0,1235.7
primary_o_001140__1,0.43067655807339306,7,1,False,u_04349,r_0113,i_007,1.0,268.84
primary_o_001140__2,0.3562071871080222,7,1,True,u_04349,r_0113,i_020,2.0,512.65
primary_o_001140__3,1.0,7,1,False,u_04349,r_0113,i_120,3.0,758.73
primary_o_001145__1,0.43067655807339306,7,1,False,u_02416,r_0231,i_078,1.0,275.39
primary_o_001145__2,0.6309297535714575,7,1,False,u_02416,r_0231,i_007,2.0,539.855
primary_o_001145__3,0.43067655807339306,7,1,False,u_02416,r_0231,i_081,3.0,783.665
primary_o_001145__4,1.0,7,1,False,u_02416,r_0231,i_070,4.0,1030.635
primary_o_001145__5,0.5,7,1,False,u_02416,r_0231,i_040,5.0,1288.055
primary_o_001148__1,0.5,7,1,False,u_03885,r_0105,i_017,1.0,243.575
primary_o_001162__1,0.3333333333333333,7,1,True,u_01054,r_0393,i_092,1.0,258.2
primary_o_001162__2,0.5,7,1,False,u_01054,r_0393,i_036,2.0,487.40999999999997
primary_o_001162__3,0.3562071871080222,7,1,True,u_01054,r_0393,i_102,3.0,761.975
primary_o_001162__4,0.5,7,1,False,u_01054,r_0393,i_045,4.0,1022.045
primary_o_001162__5,0.6309297535714575,7,1,False,u_01054,r_0393,i_053,5.0,1296.105
primary_o_001168__1,0.5,7,1,False,u_02785,r_0287,i_099,1.0,253.69
primary_o_001168__2,0.3562071871080222,7,1,True,u_02785,r_0287,i_005,2.0,518.99
primary_o_001168__3,0.38685280723454163,7,1,True,u_02785,r_0287,i_105,3.0,762.15
primary_o_001168__4,0.6309297535714575,7,1,False,u_02785,r_0287,i_072,4.0,1025.1599999999999
primary_o_001169__1,1.0,7,1,False,u_01836,r_0455,i_104,1.0,275.39
primary_o_001169__2,0.3333333333333333,7,1,True,u_01836,r_0455,i_064,2.0,538.89
primary_o_001169__3,0.38685280723454163,7,1,True,u_01836,r_0455,i_004,3.0,794.0550000000001
primary_o_001170__1,0.6309297535714575,7,1,False,u_02488,r_0420,i_010,1.0,243.575
primary_o_001188__1,0.38685280723454163,7,1,True,u_00445,r_0411,i_024,1.0,227.52
primary_o_001188__2,0.5,7,1,False,u_00445,r_0411,i_035,2.0,486.62
primary_o_001188__3,0.6309297535714575,7,1,False,u_00445,r_0411,i_070,3.0,736.595
primary_o_001188__4,0.38685280723454163,7,1,True,u_00445,r_0411,i_047,4.0,994.0150000000001
primary_o_001188__5,0.3333333333333333,7,1,True,u_00445,r_0411,i_115,5.0,1228.055
primary_o_001191__1,0.6309297535714575,7,1,False,u_01750,r_0051,i_016,1.0,231.75
primary_o_001191__2,1.0,7,1,False,u_01750,r_0051,i_115,2.0,439.67
primary_o_001191__3,0.43067655807339306,7,1,False,u_01750,r_0051,i_099,3.0,672.1800000000001
primary_o_001191__4,0.43067655807339306,7,1,False,u_01750,r_0051,i_037,4.0,937.48
primary_o_001191__5,0.38685280723454163,7,1,True,u_01750,r_0051,i_113,5.0,1197.53
primary_o_001192__1,1.0,7,1,False,u_02474,r_0173,i_023,1.0,241.82
primary_o_001192__2,0.43067655807339306,7,1,False,u_02474,r_0173,i_081,2.0,474.875
primary_o_001206__1,0.5,7,1,False,u_01043,r_0379,i_112,1.0,243.16
primary_o_001217__1,0.43067655807339306,7,1,False,u_03924,r_0016,i_110,1.0,231.62
primary_o_001217__2,0.3562071871080222,7,1,True,u_03924,r_0016,i_016,2.0,495.71
primary_o_001217__3,0.6309297535714575,7,1,False,u_03924,r_0016,i_023,3.0,703.63
primary_o_001217__4,0.5,7,1,False,u_03924,r_0016,i_047,4.0,936.685
primary_o_001221__1,0.3562071871080222,7,1,True,u_01747,r_0471,i_070,1.0,245.19
primary_o_001221__2,0.43067655807339306,7,1,False,u_01747,r_0471,i_116,2.0,502.61
primary_o_001221__3,0.3562071871080222,7,1,True,u_01747,r_0471,i_034,3.0,741.85
primary_o_001250__1,0.5,7,1,False,u_01883,r_0455,i_015,1.0,241.04000000000002
primary_o_001250__2,0.3333333333333333,7,1,True,u_01883,r_0455,i_069,2.0,487.785
primary_o_001250__3,0.5,7,1,False,u_01883,r_0455,i_022,3.0,747.2850000000001
primary_o_001250__4,0.3562071871080222,7,1,True,u_01883,r_0455,i_075,4.0,998.065
primary_o_001250__5,0.6309297535714575,7,1,False,u_01883,r_0455,i_051,5.0,1250.425
primary_o_001262__1,1.0,7,1,False,u_03102,r_0448,i_059,1.0,275.39
primary_o_001262__2,0.43067655807339306,7,1,False,u_03102,r_0448,i_015,2.0,517.21
primary_o_001262__3,1.0,7,1,False,u_03102,r_0448,i_018,3.0,763.9549999999999
primary_o_001262__4,1.0,7,1,False,u_03102,r_0448,i_066,4.0,1009.63
primary_o_001264__1,0.3562071871080222,7,1,True,u_00488,r_0011,i_100,1.0,243.575
primary_o_001270__1,0.3562071871080222,7,1,True,u_02649,r_0223,i_026,1.0,260.07
primary_o_001277__1,0.38685280723454163,7,1,True,u_03520,r_0243,i_039,1.0,249.975
primary_o_001277__2,1.0,7,1,False,u_03520,r_0243,i_007,2.0,504.43499999999995
primary_o_001282__1,0.43067655807339306,7,1,False,u_01913,r_0179,i_101,1.0,240.09
primary_o_001290__1,0.43067655807339306,7,1,False,u_03173,r_0307,i_111,1.0,247.58
primary_o_001290__2,0.6309297535714575,7,1,False,u_03173,r_0307,i_013,2.0,492.87
primary_o_001290__3,0.43067655807339306,7,1,False,u_03173,r_0307,i_028,3.0,759.47
primary_o_001291__1,0.43067655807339306,7,1,False,u_02629,r_0470,i_049,1.0,245.675
primary_o_001291__2,1.0,7,1,False,u_02629,r_0470,i_039,2.0,503.38500000000005
primary_o_001291__3,0.5,7,1,False,u_02629,r_0470,i_104,3.0,757.845
primary_o_001291__4,0.5,7,1,False,u_02629,r_0470,i_090,4.0,1021.345
primary_o_001306__1,0.6309297535714575,7,1,False,u_04564,r_0393,i_071,1.0,264.37
primary_o_001306__2,0.43067655807339306,7,1,False,u_04564,r_0393,i_051,2.0,496.12
primary_o_001306__3,1.0,7,1,False,u_04564,r_0393,i_009,3.0,739.6949999999999
primary_o_001306__4,1.0,7,1,False,u_04564,r_0393,i_010,4.0,993.065
primary_o_001306__5,1.0,7,1,False,u_04564,r_0393,i_102,5.0,1251.715
primary_o_001318__1,0.38685280723454163,7,1,True,u_00831,r_0474,i_045,1.0,261.91
primary_o_001318__2,0.6309297535714575,7,1,False,u_00831,r_0474,i_011,2.0,535.97
primary_o_001318__3,0.43067655807339306,7,1,False,u_00831,r_0474,i_056,3.0,784.28
primary_o_001318__4,0.6309297535714575,7,1,False,u_00831,r_0474,i_021,4.0,1050.27
primary_o_001320__1,0.38685280723454163,7,1,True,u_00267,r_0029,i_014,1.0,266.6
primary_o_001320__2,0.6309297535714575,7,1,False,u_00267,r_0029,i_070,2.0,486.995
primary_o_001320__3,0.6309297535714575,7,1,False,u_00267,r_0029,i_091,3.0,744.415
primary_o_001320__4,0.3562071871080222,7,1,True,u_00267,r_0029,i_028,4.0,1017.455
primary_o_001321__1,0.6309297535714575,7,1,False,u_03633,r_0206,i_009,1.0,248.34
primary_o_001321__2,0.43067655807339306,7,1,False,u_03633,r_0206,i_098,2.0,501.71000000000004
primary_o_001321__3,0.38685280723454163,7,1,True,u_03633,r_0206,i_066,3.0,771.5
primary_o_001321__4,1.0,7,1,False,u_03633,r_0206,i_021,4.0,1021.97
primary_o_001321__5,0.5,7,1,False,u_03633,r_0206,i_068,5.0,1257.66
primary_o_001323__1,1.0,7,1,False,u_04476,r_0204,i_047,1.0,248.17
primary_o_001323__2,0.6309297535714575,7,1,False,u_04476,r_0204,i_119,2.0,482.21000000000004
primary_o_001323__3,1.0,7,1,False,u_04476,r_0204,i_096,3.0,723.25
primary_o_001323__4,1.0,7,1,False,u_04476,r_0204,i_092,4.0,991.89
primary_o_001342__1,1.0,7,1,False,u_03978,r_0372,i_072,1.0,212.94
primary_o_001342__2,1.0,7,1,False,u_03978,r_0372,i_062,2.0,433.18
primary_o_001342__3,0.5,7,1,False,u_03978,r_0372,i_049,3.0,672.675
primary_o_001347__1,0.6309297535714575,7,1,False,u_00561,r_0338,i_084,1.0,251.34
primary_o_001347__2,0.5,7,1,False,u_00561,r_0338,i_105,2.0,507.845
primary_o_001357__1,0.3333333333333333,7,1,True,u_03170,r_0072,i_103,1.0,221.84
primary_o_001357__2,0.38685280723454163,7,1,True,u_03170,r_0072,i_050,2.0,493.19000000000005
primary_o_001373__1,0.38685280723454163,7,1,True,u_01748,r_0031,i_059,1.0,235.69
primary_o_001373__2,1.0,7,1,False,u_01748,r_0031,i_108,2.0,477.51
primary_o_001373__3,0.43067655807339306,7,1,False,u_01748,r_0031,i_080,3.0,709.13
primary_o_001373__4,1.0,7,1,False,u_01748,r_0031,i_116,4.0,965.985
primary_o_001398__1,0.5,7,1,False,u_01817,r_0470,i_055,1.0,257.71000000000004
primary_o_001398__2,0.5,7,1,False,u_01817,r_0470,i_017,2.0,506.02000000000004
primary_o_001398__3,0.43067655807339306,7,1,False,u_01817,r_0470,i_054,3.0,770.8
primary_o_001398__4,0.3562071871080222,7,1,True,u_01817,r_0470,i_042,4.0,1033.56
primary_o_001407__1,0.5,7,1,False,u_01163,r_0012,i_099,1.0,230.46
primary_o_001407__2,0.38685280723454163,7,1,True,u_01163,r_0012,i_030,2.0,495.76
primary_o_001407__3,0.6309297535714575,7,1,False,u_01163,r_0012,i_113,3.0,746.8499999999999
primary_o_001407__4,0.5,7,1,False,u_01163,r_0012,i_058,4.0,1004.18
primary_o_001427__1,0.38685280723454163,7,1,True,u_01399,r_0417,i_010,1.0,254.32
primary_o_001427__2,1.0,7,1,False,u_01399,r_0417,i_019,2.0,512.97
primary_o_001427__3,0.38685280723454163,7,1,True,u_01399,r_0417,i_105,3.0,777.52
primary_o_001427__4,0.43067655807339306,7,1,False,u_01399,r_0417,i_074,4.0,1040.53
primary_o_001432__1,0.43067655807339306,7,1,False,u_01578,r_0054,i_020,1.0,238.095
primary_o_001432__2,0.6309297535714575,7,1,False,u_01578,r_0054,i_043,2.0,484.175
primary_o_001434__1,0.43067655807339306,7,1,False,u_04388,r_0216,i_070,1.0,239.735
primary_o_001434__2,0.43067655807339306,7,1,False,u_04388,r_0216,i_068,2.0,497.15500000000003
primary_o_001434__3,0.5,7,1,False,u_04388,r_0216,i_051,3.0,759.065
primary_o_001440__1,1.0,7,1,False,u_00757,r_0248,i_086,1.0,257.34000000000003
primary_o_001440__2,0.3562071871080222,7,1,True,u_00757,r_0248,i_062,2.0,501.005
primary_o_001440__3,1.0,7,1,False,u_00757,r_0248,i_032,3.0,740.5
primary_o_001440__4,0.5,7,1,False,u_00757,r_0248,i_094,4.0,968.02
primary_o_001440__5,0.5,7,1,False,u_00757,r_0248,i_028,5.0,1233.39
primary_o_001442__1,1.0,7,1,False,u_00178,r_0311,i_086,1.0,268.84
primary_o_001442__2,0.5,7,1,False,u_00178,r_0311,i_042,2.0,512.505
primary_o_001442__3,0.5,7,1,False,u_00178,r_0311,i_111,3.0,791.285
primary_o_001443__1,0.5,7,1,False,u_02074,r_0153,i_041,1.0,247.58
primary_o_001443__2,0.43067655807339306,7,1,False,u_02074,r_0153,i_069,2.0,478.04
primary_o_001443__3,1.0,7,1,False,u_02074,r_0153,i_090,3.0,737.54
primary_o_001443__4,0.5,7,1,False,u_02074,r_0153,i_084,4.0,1006.38
primary_o_001443__5,0.6309297535714575,7,1,False,u_02074,r_0153,i_039,5.0,1262.885
primary_o_001463__1,0.38685280723454163,7,1,True,u_02635,r_0435,i_026,1.0,246.97
primary_o_001463__2,1.0,7,1,False,u_02635,r_0435,i_057,2.0,486.74
primary_o_001463__3,1.0,7,1,False,u_02635,r_0435,i_111,3.0,740.71
primary_o_001465__1,0.43067655807339306,7,1,False,u_02615,r_0026,i_040,1.0,262.96500000000003
primary_o_001465__2,1.0,7,1,False,u_02615,r_0026,i_116,2.0,512.845
primary_o_001465__3,0.6309297535714575,7,1,False,u_02615,r_0026,i_081,3.0,752.085
